"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"GSE41055_assay_curated","Curated transcriptome data derived from GEO accession: GSE41055","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41055",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE41055_assay_curated.rda","GSE41055:assay_curated"
"GSE41055_column_data","Clinical information for samples derived from GEO accession: GSE41055","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41055",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE41055_column_data.rda","GSE41055:column_data"
"GSE41055_row_data","Probe set information for samples for derived from GEO accession: GSE41055","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41055",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE41055_row_data.rda","GSE41055:row_data"
"GSE41055_meta_data","Meta data information for samples derived from GEO accession: GSE41055","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41055",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE41055_meta_data.rda","GSE41055:meta_data"
"GSE54992_assay_raw","Raw transcriptome data derived from GEO accession: GSE54992","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54992",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE54992_assay_raw.rda","GSE54992:assay_raw"
"GSE54992_assay_curated","Curated transcriptome data derived from GEO accession: GSE54992","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54992",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE54992_assay_curated.rda","GSE54992:assay_curated"
"GSE54992_column_data","Clinical information for samples derived from GEO accession: GSE54992","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54992",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE54992_column_data.rda","GSE54992:column_data"
"GSE54992_row_data","Probe set information for samples for derived from GEO accession: GSE54992","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54992",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE54992_row_data.rda","GSE54992:row_data"
"GSE54992_meta_data","Meta data information for samples derived from GEO accession: GSE54992","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54992",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE54992_meta_data.rda","GSE54992:meta_data"
"GSE73408_assay_raw","Raw transcriptome data derived from GEO accession: GSE73408","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73408",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE73408_assay_raw.rda","GSE73408:assay_raw"
"GSE73408_assay_curated","Curated transcriptome data derived from GEO accession: GSE73408","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73408",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE73408_assay_curated.rda","GSE73408:assay_curated"
"GSE73408_column_data","Clinical information for samples derived from GEO accession: GSE73408","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73408",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE73408_column_data.rda","GSE73408:column_data"
"GSE73408_row_data","Probe set information for samples for derived from GEO accession: GSE73408","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73408",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE73408_row_data.rda","GSE73408:row_data"
"GSE73408_meta_data","Meta data information for samples derived from GEO accession: GSE73408","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73408",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE73408_meta_data.rda","GSE73408:meta_data"
"GSE107731_assay_raw","Raw transcriptome data derived from GEO accession: GSE107731","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107731",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE107731_assay_raw.rda","GSE107731:assay_raw"
"GSE107731_assay_curated","Curated transcriptome data derived from GEO accession: GSE107731","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107731",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE107731_assay_curated.rda","GSE107731:assay_curated"
"GSE107731_column_data","Clinical information for samples derived from GEO accession: GSE107731","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107731",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE107731_column_data.rda","GSE107731:column_data"
"GSE107731_row_data","Probe set information for samples for derived from GEO accession: GSE107731","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107731",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE107731_row_data.rda","GSE107731:row_data"
"GSE107731_meta_data","Meta data information for samples derived from GEO accession: GSE107731","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107731",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE107731_meta_data.rda","GSE107731:meta_data"
"GSE19435_assay_raw","Raw transcriptome data derived from GEO accession: GSE19435","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19435",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19435_assay_raw.rda","GSE19435:assay_raw"
"GSE19435_assay_curated","Curated transcriptome data derived from GEO accession: GSE19435","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19435",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19435_assay_curated.rda","GSE19435:assay_curated"
"GSE19435_column_data","Clinical information for samples derived from GEO accession: GSE19435","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19435",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19435_column_data.rda","GSE19435:column_data"
"GSE19435_row_data","Probe set information for samples for derived from GEO accession: GSE19435","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19435",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19435_row_data.rda","GSE19435:row_data"
"GSE19435_meta_data","Meta data information for samples derived from GEO accession: GSE19435","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19435",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE19435_meta_data.rda","GSE19435:meta_data"
"GSE19439_assay_raw","Raw transcriptome data derived from GEO accession: GSE19439","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19439",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19439_assay_raw.rda","GSE19439:assay_raw"
"GSE19439_assay_curated","Curated transcriptome data derived from GEO accession: GSE19439","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19439",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19439_assay_curated.rda","GSE19439:assay_curated"
"GSE19439_column_data","Clinical information for samples derived from GEO accession: GSE19439","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19439",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19439_column_data.rda","GSE19439:column_data"
"GSE19439_row_data","Probe set information for samples for derived from GEO accession: GSE19439","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19439",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19439_row_data.rda","GSE19439:row_data"
"GSE19439_meta_data","Meta data information for samples derived from GEO accession: GSE19439","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19439",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE19439_meta_data.rda","GSE19439:meta_data"
"GSE19442_assay_raw","Raw transcriptome data derived from GEO accession: GSE19442","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19442",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19442_assay_raw.rda","GSE19442:assay_raw"
"GSE19442_assay_curated","Curated transcriptome data derived from GEO accession: GSE19442","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19442",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19442_assay_curated.rda","GSE19442:assay_curated"
"GSE19442_column_data","Clinical information for samples derived from GEO accession: GSE19442","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19442",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19442_column_data.rda","GSE19442:column_data"
"GSE19442_row_data","Probe set information for samples for derived from GEO accession: GSE19442","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19442",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19442_row_data.rda","GSE19442:row_data"
"GSE19442_meta_data","Meta data information for samples derived from GEO accession: GSE19442","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19442",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE19442_meta_data.rda","GSE19442:meta_data"
"GSE19443_assay_raw","Raw transcriptome data derived from GEO accession: GSE19443","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19443",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19443_assay_raw.rda","GSE19443:assay_raw"
"GSE19443_assay_curated","Curated transcriptome data derived from GEO accession: GSE19443","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19443",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19443_assay_curated.rda","GSE19443:assay_curated"
"GSE19443_column_data","Clinical information for samples derived from GEO accession: GSE19443","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19443",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19443_column_data.rda","GSE19443:column_data"
"GSE19443_row_data","Probe set information for samples for derived from GEO accession: GSE19443","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19443",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19443_row_data.rda","GSE19443:row_data"
"GSE19443_meta_data","Meta data information for samples derived from GEO accession: GSE19443","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19443",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE19443_meta_data.rda","GSE19443:meta_data"
"GSE19444_assay_raw","Raw transcriptome data derived from GEO accession: GSE19444","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19444",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19444_assay_raw.rda","GSE19444:assay_raw"
"GSE19444_assay_curated","Curated transcriptome data derived from GEO accession: GSE19444","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19444",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE19444_assay_curated.rda","GSE19444:assay_curated"
"GSE19444_column_data","Clinical information for samples derived from GEO accession: GSE19444","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19444",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19444_column_data.rda","GSE19444:column_data"
"GSE19444_row_data","Probe set information for samples for derived from GEO accession: GSE19444","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19444",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE19444_row_data.rda","GSE19444:row_data"
"GSE19444_meta_data","Meta data information for samples derived from GEO accession: GSE19444","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19444",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE19444_meta_data.rda","GSE19444:meta_data"
"GSE22098_assay_raw","Raw transcriptome data derived from GEO accession: GSE22098","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22098",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE22098_assay_raw.rda","GSE22098:assay_raw"
"GSE22098_assay_curated","Curated transcriptome data derived from GEO accession: GSE22098","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22098",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE22098_assay_curated.rda","GSE22098:assay_curated"
"GSE22098_column_data","Clinical information for samples derived from GEO accession: GSE22098","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22098",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE22098_column_data.rda","GSE22098:column_data"
"GSE22098_row_data","Probe set information for samples for derived from GEO accession: GSE22098","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22098",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE22098_row_data.rda","GSE22098:row_data"
"GSE22098_meta_data","Meta data information for samples derived from GEO accession: GSE22098","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22098",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE22098_meta_data.rda","GSE22098:meta_data"
"GSE29536_assay_raw","Raw transcriptome data derived from GEO accession: GSE29536","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29536",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE29536_assay_raw.rda","GSE29536:assay_raw"
"GSE29536_assay_curated","Curated transcriptome data derived from GEO accession: GSE29536","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29536",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE29536_assay_curated.rda","GSE29536:assay_curated"
"GSE29536_column_data","Clinical information for samples derived from GEO accession: GSE29536","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29536",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE29536_column_data.rda","GSE29536:column_data"
"GSE29536_row_data","Probe set information for samples for derived from GEO accession: GSE29536","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29536",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE29536_row_data.rda","GSE29536:row_data"
"GSE29536_meta_data","Meta data information for samples derived from GEO accession: GSE29536","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29536",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE29536_meta_data.rda","GSE29536:meta_data"
"GSE37250_assay_raw","Raw transcriptome data derived from GEO accession: GSE37250","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37250",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE37250_assay_raw.rda","GSE37250:assay_raw"
"GSE37250_assay_curated","Curated transcriptome data derived from GEO accession: GSE37250","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37250",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE37250_assay_curated.rda","GSE37250:assay_curated"
"GSE37250_column_data","Clinical information for samples derived from GEO accession: GSE37250","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37250",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE37250_column_data.rda","GSE37250:column_data"
"GSE37250_row_data","Probe set information for samples for derived from GEO accession: GSE37250","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37250",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE37250_row_data.rda","GSE37250:row_data"
"GSE37250_meta_data","Meta data information for samples derived from GEO accession: GSE37250","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37250",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","MIAME","Rda","curatedTBData/data/GSE37250_meta_data.rda","GSE37250:meta_data"
"GSE39939_assay_raw","Raw transcriptome data derived from GEO accession: GSE39939","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39939",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE39939_assay_raw.rda","GSE39939:assay_raw"
"GSE39939_assay_curated","Curated transcriptome data derived from GEO accession: GSE39939","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39939",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","matrix","Rda","curatedTBData/data/GSE39939_assay_curated.rda","GSE39939:assay_curated"
"GSE39939_column_data","Clinical information for samples derived from GEO accession: GSE39939","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39939",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE39939_column_data.rda","GSE39939:column_data"
"GSE39939_row_data","Probe set information for samples for derived from GEO accession: GSE39939","3.14",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39939",NA,"Homo sapiens","9606",NA,"The National Center for Biotechnology Information","Xutao Wang <xutaow@bu.edu>","DFrame","Rda","curatedTBData/data/GSE39939_row_data.rda","GSE39939:row_data"
